 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 25, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/9He_silicon.txt

 Ion = Helium [2] , Mass = 9.043946 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = -4.31%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 350.00 MeV   1.118E+01  5.453E-03   17.56 mm   698.15 um   244.41 um  
 375.00 MeV   1.059E+01  5.120E-03   19.86 mm   771.90 um   275.17 um  
 400.00 MeV   1.007E+01  4.826E-03   22.28 mm   846.37 um   307.44 um  
 450.00 MeV   9.187E+00  4.333E-03   27.48 mm     1.12 mm   376.44 um  
 500.00 MeV   8.467E+00  3.934E-03   33.14 mm     1.39 mm   451.14 um  
 550.00 MeV   7.868E+00  3.605E-03   39.27 mm     1.64 mm   531.34 um  
 600.00 MeV   7.362E+00  3.329E-03   45.84 mm     1.89 mm   616.83 um  
 650.00 MeV   6.927E+00  3.093E-03   52.83 mm     2.14 mm   707.42 um  
 700.00 MeV   6.551E+00  2.889E-03   60.25 mm     2.38 mm   802.94 um  
 800.00 MeV   5.929E+00  2.555E-03   76.29 mm     3.30 mm     1.01 mm  
 900.00 MeV   5.437E+00  2.293E-03   93.90 mm     4.15 mm     1.23 mm  
   1.00 GeV   5.037E+00  2.081E-03  113.01 mm     4.96 mm     1.47 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.3083E-03                keV / (ug/cm2) 
  4.3083E-03                MeV / (mg/cm2) 
  4.3083E+00                keV / (mg/cm2) 
  2.0093E-01                 eV / (1E15 atoms/cm2)
  9.4687E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
