 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 12, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/12Li_silicon.txt

 Ion = Lithium [3] , Mass = 12.05378 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  40.00 MeV   1.669E+02  1.099E-01  151.41 um     5.34 um     2.39 um  
  45.00 MeV   1.532E+02  9.899E-02  182.66 um     6.97 um     2.80 um  
  50.00 MeV   1.419E+02  9.013E-02  216.55 um     8.50 um     3.23 um  
  55.00 MeV   1.323E+02  8.279E-02  253.02 um     9.98 um     3.70 um  
  60.00 MeV   1.240E+02  7.661E-02  292.03 um    11.45 um     4.20 um  
  65.00 MeV   1.169E+02  7.133E-02  333.54 um    12.91 um     4.73 um  
  70.00 MeV   1.105E+02  6.676E-02  377.50 um    14.37 um     5.29 um  
  80.00 MeV   9.996E+01  5.924E-02  472.59 um    19.77 um     6.49 um  
  90.00 MeV   9.141E+01  5.330E-02  577.16 um    24.78 um     7.80 um  
 100.00 MeV   8.434E+01  4.849E-02  690.99 um    29.65 um     9.22 um  
 110.00 MeV   7.839E+01  4.451E-02  813.92 um    34.47 um    10.74 um  
 120.00 MeV   7.330E+01  4.116E-02  945.77 um    39.30 um    12.37 um  
 130.00 MeV   6.890E+01  3.830E-02    1.09 mm    44.17 um    14.09 um  
 140.00 MeV   6.505E+01  3.582E-02    1.24 mm    49.08 um    15.91 um  
 150.00 MeV   6.165E+01  3.366E-02    1.39 mm    54.05 um    17.83 um  
 160.00 MeV   5.862E+01  3.176E-02    1.56 mm    59.09 um    19.85 um  
 170.00 MeV   5.590E+01  3.006E-02    1.73 mm    64.20 um    21.95 um  
 180.00 MeV   5.346E+01  2.855E-02    1.92 mm    69.37 um    24.15 um  
 200.00 MeV   4.921E+01  2.596E-02    2.31 mm    88.92 um    28.82 um  
 225.00 MeV   4.486E+01  2.333E-02    2.84 mm   116.86 um    35.16 um  
 250.00 MeV   4.128E+01  2.120E-02    3.42 mm   143.24 um    42.03 um  
 275.00 MeV   3.829E+01  1.945E-02    4.05 mm   169.02 um    49.42 um  
 300.00 MeV   3.575E+01  1.797E-02    4.72 mm   194.61 um    57.33 um  
 325.00 MeV   3.356E+01  1.671E-02    5.45 mm   220.24 um    65.74 um  
 350.00 MeV   3.165E+01  1.562E-02    6.21 mm   246.03 um    74.63 um  
 375.00 MeV   2.997E+01  1.467E-02    7.02 mm   272.04 um    84.01 um  
 400.00 MeV   2.848E+01  1.383E-02    7.88 mm   298.33 um    93.86 um  
 450.00 MeV   2.596E+01  1.242E-02    9.72 mm   396.87 um   114.93 um  
 500.00 MeV   2.390E+01  1.129E-02   11.72 mm   489.12 um   137.79 um  
 550.00 MeV   2.218E+01  1.034E-02   13.89 mm   578.79 um   162.38 um  
 600.00 MeV   2.073E+01  9.554E-03   16.23 mm   667.48 um   188.64 um  
 650.00 MeV   1.948E+01  8.880E-03   18.71 mm   756.00 um   216.52 um  
 700.00 MeV   1.839E+01  8.298E-03   21.35 mm   844.80 um   245.98 um  
 800.00 MeV   1.660E+01  7.343E-03   27.08 mm     1.17 mm   309.47 um  
 900.00 MeV   1.518E+01  6.591E-03   33.37 mm     1.48 mm   378.78 um  
   1.00 GeV   1.402E+01  5.984E-03   40.23 mm     1.77 mm   453.61 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.3083E-03                keV / (ug/cm2) 
  4.3083E-03                MeV / (mg/cm2) 
  4.3083E+00                keV / (mg/cm2) 
  2.0093E-01                 eV / (1E15 atoms/cm2)
  5.2880E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
